"","Country","Country_code","Series","Series_code","Year","Number"
"684","Thailand","THA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","970","0"
"685","Thailand","THA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","970","25.9158755967296"
"686","Thailand","THA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","970","0"
"687","Thailand","THA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","970","10.071"
"688","Thailand","THA","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","970","0"
"689","Thailand","THA","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","970","0"
"690","Thailand","THA","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","970","0"
"691","Thailand","THA","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","970","0"
"692","Thailand","THA","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","970","0"
"693","Thailand","THA","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","970","0"
"694","Thailand","THA","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","970","0"
"695","Thailand","THA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","970","15.0203528324978"
"696","Thailand","THA","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","970","0"
"697","Thailand","THA","GDP per capita (current US$)","NY.GDP.PCAP.CD","970","192.125659761603"
"698","Thailand","THA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","970","0"
"699","Thailand","THA","GINI index (World Bank estimate)","SI.POV.GINI","970","0"
"700","Thailand","THA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","970","0"
"701","Vietnam","VNM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","970","0"
"702","Vietnam","VNM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","970","0"
"703","Vietnam","VNM","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","970","0"
"704","Vietnam","VNM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","970","0"
"705","Vietnam","VNM","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","970","0"
"706","Vietnam","VNM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","970","0"
"707","Vietnam","VNM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","970","11.508"
"708","Vietnam","VNM","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","970","0"
"709","Vietnam","VNM","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","970","0"
"710","Vietnam","VNM","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","970","0"
"711","Vietnam","VNM","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","970","0"
"712","Vietnam","VNM","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","970","0"
"713","Vietnam","VNM","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","970","0"
"714","Vietnam","VNM","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","970","0"
"715","Vietnam","VNM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","970","0"
"716","Vietnam","VNM","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","970","0"
"717","Vietnam","VNM","GDP per capita (current US$)","NY.GDP.PCAP.CD","970","0"
"718","Vietnam","VNM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","970","0"
"719","Vietnam","VNM","GINI index (World Bank estimate)","SI.POV.GINI","970","0"
"720","Vietnam","VNM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","970","0"
"721","China","CHN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","975","0"
"722","China","CHN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","975","150.840625664089"
"723","China","CHN","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","975","0"
"724","China","CHN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","975","0"
"725","China","CHN","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","975","31.952623786807"
"726","China","CHN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","975","0.800599642926353"
"727","China","CHN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","975","7.32"
"728","China","CHN","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","975","0"
"729","China","CHN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","975","199.039715406566"
"730","China","CHN","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","975","0"
"731","China","CHN","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","975","0"
"732","China","CHN","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","975","0"
"733","China","CHN","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","975","0"
"734","China","CHN","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","975","0"
"735","China","CHN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","975","4.70472117124527"
"736","China","CHN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","975","0"
"737","China","CHN","GDP per capita (current US$)","NY.GDP.PCAP.CD","975","178.341819608096"
"738","China","CHN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","975","0"
"739","China","CHN","GINI index (World Bank estimate)","SI.POV.GINI","975","0"
"740","China","CHN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","975","0"
"741","Indonesia","IDN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","975","0"
"742","Indonesia","IDN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","975","201.397369720259"
"743","Indonesia","IDN","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","975","58.7052116394043"
"744","Indonesia","IDN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","975","0"
"745","Indonesia","IDN","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","975","31.8457590571485"
"746","Indonesia","IDN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","975","0.249455181451668"
"747","Indonesia","IDN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","975","11.304"
"748","Indonesia","IDN","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","975","0"
"749","Indonesia","IDN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","975","21.4421029790387"
"750","Indonesia","IDN","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","975","0"
"751","Indonesia","IDN","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","975","0"
"752","Indonesia","IDN","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","975","0"
"753","Indonesia","IDN","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","975","0"
"754","Indonesia","IDN","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","975","0"
"755","Indonesia","IDN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","975","25.3360988910421"
"756","Indonesia","IDN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","975","0"
"757","Indonesia","IDN","GDP per capita (current US$)","NY.GDP.PCAP.CD","975","233.03928829481"
"758","Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","975","0"
"759","Indonesia","IDN","GINI index (World Bank estimate)","SI.POV.GINI","975","0"
"760","Indonesia","IDN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","975","0"
"761","Japan","JPN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","975","0"
"762","Japan","JPN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","975","3880.04556951185"
"763","Japan","JPN","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","975","0"
"764","Japan","JPN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","975","0"
"765","Japan","JPN","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","975","4.58256318578331"
"766","Japan","JPN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","975","4.52595141780234"
"767","Japan","JPN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","975","6.2"
"768","Japan","JPN","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","975","0"
"769","Japan","JPN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","975","4028.66714311238"
"770","Japan","JPN","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","975","0.021135125310158"
"771","Japan","JPN","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","975","0"
"772","Japan","JPN","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","975","0"
"773","Japan","JPN","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","975","0"
"774","Japan","JPN","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","975","0"
"775","Japan","JPN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","975","12.5448940475832"
"776","Japan","JPN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","975","0"
"777","Japan","JPN","GDP per capita (current US$)","NY.GDP.PCAP.CD","975","4581.57438948162"
"778","Japan","JPN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","975","0"
"779","Japan","JPN","GINI index (World Bank estimate)","SI.POV.GINI","975","0"
"780","Japan","JPN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","975","0"
"781","Korea, Rep.","KOR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","975","0"
"782","Korea, Rep.","KOR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","975","551.240728623683"
"783","Korea, Rep.","KOR","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","975","28.9553298950195"
"784","Korea, Rep.","KOR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","975","0"
"785","Korea, Rep.","KOR","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","975","25.3888425981034"
"786","Korea, Rep.","KOR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","975","0.591697906613867"
"787","Korea, Rep.","KOR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","975","7.7"
"788","Korea, Rep.","KOR","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","975","0"
"789","Korea, Rep.","KOR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","975","501.718714680608"
"790","Korea, Rep.","KOR","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","975","0"
"791","Korea, Rep.","KOR","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","975","0"
"792","Korea, Rep.","KOR","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","975","0"
"793","Korea, Rep.","KOR","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","975","0"
"794","Korea, Rep.","KOR","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","975","0"
"795","Korea, Rep.","KOR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","975","25.3072321914084"
"796","Korea, Rep.","KOR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","975","0"
"797","Korea, Rep.","KOR","GDP per capita (current US$)","NY.GDP.PCAP.CD","975","646.174948535129"
"798","Korea, Rep.","KOR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","975","0"
"799","Korea, Rep.","KOR","GINI index (World Bank estimate)","SI.POV.GINI","975","0"
"800","Korea, Rep.","KOR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","975","0"
"801","Cambodia","KHM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","975","0"
"802","Cambodia","KHM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","975","0"
"803","Cambodia","KHM","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","975","0"
"804","Cambodia","KHM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","975","0"
"805","Cambodia","KHM","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","975","0"
"806","Cambodia","KHM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","975","0"
"807","Cambodia","KHM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","975","46.177"
"808","Cambodia","KHM","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","975","0"
"809","Cambodia","KHM","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","975","0"
"810","Cambodia","KHM","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","975","0"
"811","Cambodia","KHM","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","975","0"
"812","Cambodia","KHM","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","975","0"
"813","Cambodia","KHM","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","975","0"
"814","Cambodia","KHM","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","975","0"
"815","Cambodia","KHM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","975","0"
"816","Cambodia","KHM","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","975","0"
"817","Cambodia","KHM","GDP per capita (current US$)","NY.GDP.PCAP.CD","975","0"
"818","Cambodia","KHM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","975","0"
"819","Cambodia","KHM","GINI index (World Bank estimate)","SI.POV.GINI","975","0"
"820","Cambodia","KHM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","975","0"
"821","Hong Kong SAR, China","HKG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","975","0"
"822","Hong Kong SAR, China","HKG","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","975","0"
"823","Hong Kong SAR, China","HKG","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","975","0"
"824","Hong Kong SAR, China","HKG","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","975","0"
"825","Hong Kong SAR, China","HKG","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","975","0"
"826","Hong Kong SAR, China","HKG","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","975","0"
"827","Hong Kong SAR, China","HKG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","975","4.8"
"828","Hong Kong SAR, China","HKG","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","975","0"
"829","Hong Kong SAR, China","HKG","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","975","1439.39393939394"
"830","Hong Kong SAR, China","HKG","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","975","0"
"831","Hong Kong SAR, China","HKG","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","975","0"
"832","Hong Kong SAR, China","HKG","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","975","0"
"833","Hong Kong SAR, China","HKG","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","975","0"
"834","Hong Kong SAR, China","HKG","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","975","0"
"835","Hong Kong SAR, China","HKG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","975","83.399544253766"
"836","Hong Kong SAR, China","HKG","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","975","0"
"837","Hong Kong SAR, China","HKG","GDP per capita (current US$)","NY.GDP.PCAP.CD","975","2252.11188136859"
"838","Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","975","0"
"839","Hong Kong SAR, China","HKG","GINI index (World Bank estimate)","SI.POV.GINI","975","0"
"840","Hong Kong SAR, China","HKG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","975","0"
"841","Lao PDR","LAO","Access to electricity (% of population)","EG.ELC.ACCS.ZS","975","0"
"842","Lao PDR","LAO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","975","0"
"843","Lao PDR","LAO","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","975","0"
"844","Lao PDR","LAO","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","975","0"
"845","Lao PDR","LAO","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","975","0"
"846","Lao PDR","LAO","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","975","0"
"847","Lao PDR","LAO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","975","17.41"
"848","Lao PDR","LAO","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","975","0"
"849","Lao PDR","LAO","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","975","0"
"850","Lao PDR","LAO","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","975","0"
"851","Lao PDR","LAO","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","975","0"
"852","Lao PDR","LAO","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","975","0"
"853","Lao PDR","LAO","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","975","0"
"854","Lao PDR","LAO","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","975","0"
"855","Lao PDR","LAO","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","975","0"
"856","Lao PDR","LAO","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","975","0"
"857","Lao PDR","LAO","GDP per capita (current US$)","NY.GDP.PCAP.CD","975","0"
"858","Lao PDR","LAO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","975","0"
"859","Lao PDR","LAO","GINI index (World Bank estimate)","SI.POV.GINI","975","0"
"860","Lao PDR","LAO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","975","0"
"861","Myanmar","MMR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","975","0"
"862","Myanmar","MMR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","975","0"
"863","Myanmar","MMR","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","975","0"
"864","Myanmar","MMR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","975","0"
"865","Myanmar","MMR","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","975","0"
"866","Myanmar","MMR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","975","0.581761938605158"
"867","Myanmar","MMR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","975","13.931"
"868","Myanmar","MMR","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","975","0"
"869","Myanmar","MMR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","975","25.2605730919088"
"870","Myanmar","MMR","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","975","0"
"871","Myanmar","MMR","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","975","0"
"872","Myanmar","MMR","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","975","0"
"873","Myanmar","MMR","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","975","0"
"874","Myanmar","MMR","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","975","0"
"875","Myanmar","MMR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","975","0"
"876","Myanmar","MMR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","975","0"
"877","Myanmar","MMR","GDP per capita (current US$)","NY.GDP.PCAP.CD","975","0"
"878","Myanmar","MMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","975","0"
"879","Myanmar","MMR","GINI index (World Bank estimate)","SI.POV.GINI","975","0"
"880","Myanmar","MMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","975","0"
"881","Philippines","PHL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","975","0"
"882","Philippines","PHL","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","975","325.29663630982"
"883","Philippines","PHL","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","975","0"
"884","Philippines","PHL","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","975","0"
"885","Philippines","PHL","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","975","30.3399722093562"
"886","Philippines","PHL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","975","1.05985461861912"
"887","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","975","8.472"
"888","Philippines","PHL","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","975","0"
"889","Philippines","PHL","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","975","314.468081695543"
"890","Philippines","PHL","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","975","0"
"891","Philippines","PHL","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","975","0"
"892","Philippines","PHL","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","975","0"
"893","Philippines","PHL","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","975","0"
"894","Philippines","PHL","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","975","0"
"895","Philippines","PHL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","975","21.0180639184808"
"896","Philippines","PHL","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","975","0"
"897","Philippines","PHL","GDP per capita (current US$)","NY.GDP.PCAP.CD","975","360.671334569647"
"898","Philippines","PHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","975","0"
"899","Philippines","PHL","GINI index (World Bank estimate)","SI.POV.GINI","975","0"
"900","Philippines","PHL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","975","0"
"901","Singapore","SGP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","975","0"
"902","Singapore","SGP","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","975","2259.88986366161"
"903","Singapore","SGP","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","975","0"
"904","Singapore","SGP","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","975","0"
"905","Singapore","SGP","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","975","2.23486050059667"
"906","Singapore","SGP","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","975","0"
"907","Singapore","SGP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","975","5.1"
"908","Singapore","SGP","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","975","0"
"909","Singapore","SGP","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","975","1728.10041545125"
"910","Singapore","SGP","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","975","0"
"911","Singapore","SGP","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","975","0"
"912","Singapore","SGP","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","975","0"
"913","Singapore","SGP","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","975","0"
"914","Singapore","SGP","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","975","0"
"915","Singapore","SGP","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","975","137.128496503497"
"916","Singapore","SGP","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","975","-253869185.776879"
"917","Singapore","SGP","GDP per capita (current US$)","NY.GDP.PCAP.CD","975","2489.7846193751"
"918","Singapore","SGP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","975","0"
"919","Singapore","SGP","GINI index (World Bank estimate)","SI.POV.GINI","975","0"
"920","Singapore","SGP","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","975","0"
"921","Thailand","THA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","975","0"
"922","Thailand","THA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","975","314.138791685476"
"923","Thailand","THA","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","975","0"
"924","Thailand","THA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","975","0"
"925","Thailand","THA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","975","26.8710847751989"
"926","Thailand","THA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","975","1.68572993858309"
"927","Thailand","THA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","975","8.443"
"928","Thailand","THA","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","975","0"
"929","Thailand","THA","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","975","183.819734397255"
"930","Thailand","THA","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","975","0"
"931","Thailand","THA","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","975","0"
"932","Thailand","THA","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","975","0"
"933","Thailand","THA","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","975","0"
"934","Thailand","THA","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","975","0"
"935","Thailand","THA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","975","18.3630078077808"
"936","Thailand","THA","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","975","-85626229.2045746"
"937","Thailand","THA","GDP per capita (current US$)","NY.GDP.PCAP.CD","975","351.54751685883"
"938","Thailand","THA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","975","0"
"939","Thailand","THA","GINI index (World Bank estimate)","SI.POV.GINI","975","0"
"940","Thailand","THA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","975","0"
"941","Vietnam","VNM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","975","0"
"942","Vietnam","VNM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","975","0"
"943","Vietnam","VNM","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","975","0"
"944","Vietnam","VNM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","975","0"
"945","Vietnam","VNM","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","975","0"
"946","Vietnam","VNM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","975","0.30919038210826"
"947","Vietnam","VNM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","975","10.375"
